0	it is dark , brooding and slow , and takes its central idea way too seriously .
0	to honestly address the flaws inherent in how medical aid is made available to american workers , a more balanced or fair portrayal of both sides will be needed .
0	a sad and rote exercise in milking a played-out idea - - a straight guy has to dress up in drag - - that shockingly manages to be even worse than its title would imply .
1	ken russell would love this .
0	an incredibly irritating comedy about thoroughly vacuous people ... manages to embody the worst excesses of nouvelle vague without any of its sense of fun or energy .
0	clumsy , obvious , preposterous , the movie will likely set the cause of woman warriors back decades .
0	an unintentionally surreal kid ' s picture ... in which actors in bad bear suits enact a sort of inter-species parody of a vh1 behind the music episode .
0	takes a clunky tv-movie approach to detailing a chapter in the life of the celebrated irish playwright , poet and drinker .
1	an extremely funny , ultimately heartbreaking look at life in contemporary china .
1	move over bond ; this girl deserves a sequel .
1	if you ever wondered what it would be like to be smack in the middle of a war zone armed with nothing but a camera , this oscar-nominated documentary takes you there .
1	a terrific date movie , whatever your orientation .
1	one of the best films i have ever seen , constantly pulling the rug from underneath us , seeing things from new sides , plunging deeper , getting more intense .
1	remember it .
0	my precious new star wars movie is a lumbering , wheezy drag ...
0	there is no psychology here , and no real narrative logic - - just a series of carefully choreographed atrocities , which become strangely impersonal and abstract .
1	australian filmmaker david flatman uses the huge-screen format to make an old-fashioned nature film that educates viewers with words and pictures while entertaining them .
1	it ' s good to see michael caine whipping out the dirty words and punching people in the stomach again .
1	this is n't a stand up and cheer flick ; it ' s a sit down and ponder affair .
1	like its new england characters , most of whom wander about in thick clouds of denial , the movie eventually gets around to its real emotional business , striking deep chords of sadness .
1	this 90 - minute postmodern voyage was more diverting and thought-provoking than i ' d expected it to be .
0	what should have been a painless time-killer becomes instead a grating endurance test .
1	may lack the pungent bite of its title , but it ' s an enjoyable trifle nonetheless .
1	the unique niche of self-critical , behind-the-scenes navel-gazing kaufman has carved from orleans ' story and his own infinite insecurity is a work of outstanding originality .
0	if there was any doubt that peter o'fallon did n't have an original bone in his body , a rumor of angels should dispel it .
1	but mr . polanski creates images even more haunting than those in mr . spielberg ' s 1993 classic .
1	a little melodramatic , but with enough hope to keep you engaged .
1	a movie that both thrills the eye and , in its over-the-top way , touches the heart .
1	what elevates the movie above the run-of-the-mill singles blender is its surreal sense of humor and technological finish .
1	despite besson ' s high-profile name being wasabi ' s big selling point , there is no doubt that krawczyk deserves a huge amount of the credit for the film ' s thoroughly winning tone .
0	do n't let the subtitles fool you ; the movie only proves that hollywood no longer has a monopoly on mindless action .
0	true to its animatronic roots : ... as stiff , ponderous and charmless as a mechanical apparatus ... ` the country bears ' should never have been brought out of hibernation .
0	works on the whodunit level as its larger themes get lost in the murk of its own making
1	it works well enough , since the thrills pop up frequently , and the dispatching of the cast is as often imaginative as it is gory .
0	it ' s a strange film , one that was hard for me to warm up to .
1	contrived as this may sound , mr . rose ' s updating works surprisingly well .
0	it ' s just plain lurid when it is n't downright silly .
1	ourside the theatre roger might be intolerable company , but inside it he ' s well worth spending some time with .
1	a highly watchable , giggly little story with a sweet edge to it .
1	how good this film might be , depends if you believe that the shocking conclusion is too much of a plunge or not .
1	reggio and glass put on an intoxicating show .
0	i just saw this movie ... well , it ' s probably not accurate to call it a movie .
0	one of the most depressing movie-going experiences i can think of is to sit through about 90 minutes of a so-called ` comedy ' and not laugh once .
1	mr . polanski is in his element here : alone , abandoned , but still consoled by his art , which is more than he has ever revealed before about the source of his spiritual survival .
0	a grating , emaciated flick .
0	( the kid ' s ) just too bratty for sympathy , and as the film grows to its finale , his little changes ring hollow .
0	the script by vincent r . nebrida ... tries to cram too many ingredients into one small pot .
0	the fact that the ` best part ' of the movie comes from a 60 - second homage to one of demme ' s good films does n't bode well for the rest of it .
1	the campy results make mel brooks ' borscht belt schtick look sophisticated .
1	the film was immensely enjoyable thanks to great performances by both steve buscemi and rosario dawson ...
1	cold , nervy and memorable .
0	debut effort by ` ` project greenlight ' ' winner is sappy and amateurish .
0	each story is built on a potentially interesting idea , but the first two are ruined by amateurish writing and acting , while the third feels limited by its short running time .
0	director shekhar kapur and screenwriters michael schiffer and hossein amini have tried hard to modernize and reconceptualize things , but the barriers finally prove to be too great .
1	reminiscent of alfred hitchcock ' s thrillers , most of the scary parts in ` signs ' occur while waiting for things to happen .
1	graphic sex may be what ' s attracting audiences to unfaithful , but gripping performances by lane and gere are what will keep them awake .
1	the stunt work is top-notch ; the dialogue and drama often food-spittingly funny .
1	a worthwhile documentary , whether you ' re into rap or not , even if it may still leave you wanting more answers as the credits roll .
0	... blade ii is still top-heavy with blazing guns , cheatfully filmed martial arts , disintegrating bloodsucker computer effects and jagged camera moves that serve no other purpose than to call attention to themselves .
0	is significantly less charming than listening to a four-year-old with a taste for exaggeration recount his halloween trip to the haunted house .
1	the 3 - d vistas from orbit , with the space station suspended like a huge set of wind chimes over the great blue globe , are stanzas of breathtaking , awe-inspiring visual poetry .
1	the graphic carnage and re-creation of war-torn croatia is uncomfortably timely , relevant , and sickeningly real .
1	it may not be a huge cut of above the rest , but i enjoyed barbershop .
0	writer-director ritchie reduces wertmuller ' s social mores and politics to tiresome jargon .
1	the trick when watching godard is to catch the pitch of his poetics , savor the pleasure of his sounds and images , and ponder the historical , philosophical , and ethical issues that intersect with them .
1	a well-rounded tribute to a man whose achievements - - and complexities - - reached far beyond the end zone .
0	though this rude and crude film does deliver a few gut-busting laughs , its digs at modern society are all things we ' ve seen before .
1	a classy , sprightly spin on film .
1	twenty years after its first release , e . t . remains the most wondrous of all hollywood fantasies - - and the apex of steven spielberg ' s misunderstood career .
0	el crimen del padre amaro would likely be most effective if used as a tool to rally anti-catholic protestors .
0	there is simply not enough of interest onscreen to sustain its seventy-minute running time .
1	mr . caine and mr . fraser are the whole show here , with their memorable and resourceful performances .
1	manages to please its intended audience - - children - - without placing their parents in a coma-like state .
0	it is that rare combination of bad writing , bad direction and bad acting - - the trifecta of badness .
0	... expands the horizons of boredom to the point of collapse , turning into a black hole of dullness , from which no interesting concept can escape .
0	the story alone could force you to scratch a hole in your head .
1	all of it works smoothly under the direction of spielberg , who does a convincing impersonation here of a director enjoying himself immensely .
0	as a story of dramatic enlightenment , the screenplay by billy ray and terry george leaves something to be desired .
0	this is sandler running on empty , repeating what he ' s already done way too often .
0	fincher takes no apparent joy in making movies , and he gives none to the audience .
1	it is definitely worth seeing .
1	what i saw , i enjoyed .
0	this one aims for the toilet and scores a direct hit .
1	in its treatment of the dehumanizing and ego-destroying process of unemployment , time out offers an exploration that is more accurate than anything i have seen in an american film .
1	brings together some of the biggest names in japanese anime , with impressive results .
0	more intellectually scary than dramatically involving .
0	the crap continues .
0	a disaster of a drama , saved only by its winged assailants .
1	a playful iranian parable about openness , particularly the need for people of diverse political perspectives to get along despite their ideological differences .
1	nettelbeck has crafted an engaging fantasy of flavours and emotions , one part romance novel , one part recipe book .
0	no thanks .
0	believability was n't one of the film ' s virtues .
0	the latest vapid actor ' s exercise to appropriate the structure of arthur schnitzler ' s reigen .
1	a good documentary can make interesting a subject you thought would leave you cold .
0	was that movie nothing more than a tepid exercise in trotting out a formula that worked five years ago but has since lost its fizz ?
0	a thriller without thrills and a mystery devoid of urgent questions .
1	pacino is the best he ' s been in years and keener is marvelous .
1	a wry , affectionate delight .
1	if we sometimes need comforting fantasies about mental illness , we also need movies like tim mccann ' s revolution no . 9 .
0	it appears as if even the filmmakers did n't know what kind of movie they were making .
1	alternately frustrating and rewarding .
1	constantly touching , surprisingly funny , semi-surrealist exploration of the creative act .
0	not at all clear what it ' s trying to say and even if it were - - i doubt it would be all that interesting .
1	best enjoyed as a work of fiction inspired by real-life events .
1	the film fearlessly gets under the skin of the people involved ... this makes it not only a detailed historical document , but an engaging and moving portrait of a subculture .
1	deliberately and skillfully uses ambiguity to suggest possibilities which imbue the theme with added depth and resonance .
1	viveka seldahl and sven wollter will touch you to the core in a film you will never forget - - that you should never forget .
1	an enjoyable above average summer diversion .
0	` it ' s painful to watch witherspoon ' s talents wasting away inside unnecessary films like legally blonde and sweet home abomination , i mean , alabama . '
0	... an incredibly heavy-handed , manipulative dud that feels all too familiar .
1	it ' s incredible the number of stories the holocaust has generated .
0	it ' s a drag how nettelbeck sees working women - - or at least this working woman - - for whom she shows little understanding .
1	offers an interesting look at the rapidly changing face of beijing .
0	... may work as an addictive guilty pleasure but the material never overcomes its questionable satirical ambivalence .
0	... really horrible drek .
1	one fantastic ( and educational ) documentary .
0	the chateau ... is less concerned with cultural and political issues than doting on its eccentric characters .
0	this low-rent - - and even lower-wit - - rip-off of the farrelly brothers ' oeuvre gets way too mushy - - and in a relatively short amount of time .
1	a film with contemporary political resonance illustrated by a winning family story .
0	like leafing through an album of photos accompanied by the sketchiest of captions .
0	it ' s tough to be startled when you ' re almost dozing .
1	sweet home alabama is n't going to win any academy awards , but this date-night diversion will definitely win some hearts .
0	the characters ... are paper-thin , and their personalities undergo radical changes when it suits the script .
1	there ' s a lot of tooth in roger dodger .
1	kids who are into this thornberry stuff will probably be in wedgie heaven .
0	the movie straddles the fence between escapism and social commentary , and on both sides it falls short .
0	those of you who are not an eighth grade girl will most likely doze off during this one .
1	triple x is a double agent , and he ' s one bad dude .
0	it ' s coherent , well shot , and tartly acted , but it wears you down like a dinner guest showing off his doctorate .
0	i guess it just goes to show that if you give a filmmaker an unlimited amount of phony blood , nothing good can happen .
1	there ' s something to be said for a studio-produced film that never bothers to hand viewers a suitcase full of easy answers .
1	it uses some of the figures from the real-life story to portray themselves in the film .
1	an invaluable historical document thanks to the filmmaker ' s extraordinary access to massoud , whose charm , cultivation and devotion to his people are readily apparent .
1	asks what truth can be discerned from non-firsthand experience , and specifically questions cinema ' s capability for recording truth .
0	blue crush has all the trappings of an energetic , extreme-sports adventure , but ends up more of a creaky ` ` pretty woman ' ' retread , with the emphasis on self-empowering schmaltz and big-wave surfing that gives pic its title an afterthought .
1	for decades we ' ve marveled at disney ' s rendering of water , snow , flames and shadows in a hand-drawn animated world .
0	while it is interesting to witness the conflict from the palestinian side , longley ' s film lacks balance ... and fails to put the struggle into meaningful historical context .
0	disney again ransacks its archives for a quick-buck sequel .
0	only masochistic moviegoers need apply .
1	if you ' re looking for a smart , nuanced look at de sade and what might have happened at picpus , sade is your film .
0	despite its promising cast of characters , big trouble remains a loosely tied series of vignettes which only prove that ` zany ' does n't necessarily mean ` funny . '
1	a lovely and beautifully photographed romance .
1	a much better documentary - - more revealing , more emotional and more surprising - - than its pedestrian english title would have you believe .
1	( barry ) gives assassin a disquieting authority .
1	another love story in 2002 ' s remarkable procession of sweeping pictures that have reinvigorated the romance genre .
0	this is rote spookiness , with nary an original idea ( or role , or edit , or score , or anything , really ) in sight , and the whole of the proceedings beg the question ` why ? '
1	some of the visual flourishes are a little too obvious , but restrained and subtle storytelling , and fine performances make this delicate coming-of-age tale a treat .
1	do n't judge this one too soon - it ' s a dark , gritty story but it takes off in totally unexpected directions and keeps on going .
1	an enthralling , entertaining feature .
0	why anyone who is not a character in this movie should care is beyond me .
0	aside from the fact that the film idiotically uses the website feardotcom.com or the improperly hammy performance from poor stephen rea , the film gets added disdain for the fact that it is nearly impossible to look at or understand .
0	it ' s a mindless action flick with a twist - - far better suited to video-viewing than the multiplex .
1	one of the best inside-show-biz yarns ever .
1	brosnan is more feral in this film than i ' ve seen him before and halle berry does her best to keep up with him .
1	the rich performances by friel - - and especially williams , an american actress who becomes fully english - - round out the square edges .
1	what ( denis ) accomplishes in his chilling , unnerving film is a double portrait of two young women whose lives were as claustrophic , suffocating and chilly as the attics to which they were inevitably consigned .
1	it ' s bright , pristine style and bold colors make it as much fun as reading an oversized picture book before bedtime .
1	while it can be a bit repetitive , overall it ' s an entertaining and informative documentary .
0	it collapses when mr . taylor tries to shift the tone to a thriller ' s rush .
1	but the actors make this worth a peek .
1	the film ' s strength is n't in its details , but in the larger picture it paints - of a culture in conflict with itself , with the thin veneer of nationalism that covers our deepest , media-soaked fears .
0	boasts eye-catching art direction but has a forcefully quirky tone that quickly wears out its limited welcome .
1	the acting , for the most part , is terrific , although the actors must struggle with the fact that they ' re playing characters who sometimes feel more like literary conceits than flesh-and-blood humans .
1	in the director ' s cut , the film is not only a love song to the movies but it also is more fully an example of the kind of lush , all-enveloping movie experience it rhapsodizes .
0	you leave the same way you came - - a few tasty morsels under your belt , but no new friends .
1	this rush to profits has created a predictably efficient piece of business notable largely for its overwhelming creepiness , for an eagerness to create images you wish you had n't seen , which , in this day and age , is of course the point .
1	at times , the movie looks genuinely pretty .
0	it ' s one thing to read about or rail against the ongoing - and unprecedented - construction project going on over our heads .
0	despite all the closed-door hanky-panky , the film is essentially juiceless .
1	the imax screen enhances the personal touch of manual animation .
0	` in this poor remake of such a well loved classic , parker exposes the limitations of his skill and the basic flaws in his vision . '
1	but kouyate elicits strong performances from his cast , and he delivers a powerful commentary on how governments lie , no matter who runs them .
0	no , i hate it .
1	as an introduction to the man ' s theories and influence , derrida is all but useless ; as a portrait of the artist as an endlessly inquisitive old man , however , it ' s invaluable .
1	it ' s a smart , funny look at an arcane area of popular culture , and if it is n't entirely persuasive , it does give exposure to some talented performers .
0	it ' s replaced by some dramatic scenes that are jarring and deeply out of place in what could have ( and probably should have ) been a lighthearted comedy .
1	craig bartlett and director tuck tucker should be commended for illustrating the merits of fighting hard for something that really matters .
0	dull , a road-trip movie that ' s surprisingly short of both adventure and song .
0	solondz may be convinced that he has something significant to say , but he is n't talking a talk that appeals to me .
0	pretty much sucks , but has a funny moment or two .
1	visually fascinating ... an often intense character study about fathers and sons , loyalty and duty .
1	it ' s a diverting enough hour-and-a-half for the family audience .
1	these characters are so well established that the gang feels comfortable with taking insane liberties and doing the goofiest stuff out of left field , and i ' m all for that .
1	while not quite ` ` shrek ' ' or ` ` monsters , inc . ' ' , it ' s not too bad .
0	attal ' s hang-ups surrounding infidelity are so old-fashioned and , dare i say , outdated , it ' s a wonder that he could n't have brought something fresher to the proceedings simply by accident .
1	though this saga would be terrific to read about , it is dicey screen material that only a genius should touch .
0	with a romantic comedy plotline straight from the ages , this cinderella story does n't have a single surprise up its sleeve .
1	a plethora of engaging diatribes on the meaning of ` home , ' delivered in grand passion by the members of the various households .
0	nothing more than an amiable but unfocused bagatelle that plays like a loosely-connected string of acting-workshop exercises .
1	director chris wedge and screenwriters michael berg , michael j . wilson and peter ackerman create some episodes that rival vintage looney tunes for the most creative mayhem in a brief amount of time .
0	an inexperienced director , mehta has much to learn .
1	while broomfield ' s film does n't capture the effect of these tragic deaths on hip-hop culture , it succeeds as a powerful look at a failure of our justice system .
0	predecessors the mummy and the mummy returns stand as intellectual masterpieces next to the scorpion king .
1	even though we know the outcome , the seesawing of the general ' s fate in the arguments of competing lawyers has the stomach-knotting suspense of a legal thriller , while the testimony of witnesses lends the film a resonant undertone of tragedy .
1	directing with a sure and measured hand , ( haneke ) steers clear of the sensational and offers instead an unflinching and objective look at a decidedly perverse pathology .
0	this starts off with a 1950 ' s doris day feel and it gets very ugly , very fast .
1	nakata ' s technique is to imply terror by suggestion , rather than the overuse of special effects .
1	would be an unendurable viewing experience for this ultra-provincial new yorker if 26 - year-old reese witherspoon were not on hand to inject her pure fantasy character , melanie carmichael , with a massive infusion of old-fashioned hollywood magic .
0	it ' s not the least of afghan tragedies that this noble warlord would be consigned to the dustbin of history .
1	compassionately explores the seemingly irreconcilable situation between conservative christian parents and their estranged gay and lesbian children .
0	would that greengrass had gone a tad less for grit and a lot more for intelligibility .
1	an elegant and sly deadpan comedy .
1	maggie smith as the ya-ya member with the o2 - tank will absolutely crack you up with her crass , then gasp for gas , verbal deportment .
1	it ' s a fun adventure movie for kids ( of all ages ) that like adventure .
1	the pleasures that it does afford may be enough to keep many moviegoers occupied amidst some of the more serious-minded concerns of other year-end movies .
1	mr . spielberg and his company just want you to enjoy yourselves without feeling conned .
0	a not-so-divine secrets of the ya-ya sisterhood with a hefty helping of re-fried green tomatoes .
0	halfway through the movie , the humor dwindles .
1	as comedic spotlights go , notorious c . h . o . hits all the verbal marks it should .
1	a pretty funny movie , with most of the humor coming , as before , from the incongruous but chemically perfect teaming of crystal and de niro .
0	filled with low-brow humor , gratuitous violence and a disturbing disregard for life .
1	starts slowly , but adrien brody - - in the title role - - helps make the film ' s conclusion powerful and satisfying .
1	it ' s consistently funny , in an irresistible junior-high way , and consistently free of any gag that would force you to give it a millisecond of thought .
0	no french people were harmed during the making of this movie , but they were insulted and the audience was put through torture for an hour and a half .
1	the leads are natural and lovely , the pace is serene , the humor wry and sprightly .
0	how about surprising us by trying something new ?
0	it ' s tommy ' s job to clean the peep booths surrounding her , and after viewing this one , you ' ll feel like mopping up , too .
1	there are so few films about the plight of american indians in modern america that skins comes as a welcome , if downbeat , missive from a forgotten front .
0	a work that lacks both a purpose and a strong pulse .
1	star / producer salma hayek and director julie taymor have infused frida with a visual style unique and inherent to the titular character ' s paintings and in the process created a masterful work of art of their own .
1	beautiful to watch and holds a certain charm .
1	what does n't this film have that an impressionable kid could n't stand to hear ?
1	bigelow offers some flashy twists and turns that occasionally fortify this turgid fable .
0	the movie is so contrived , nonsensical and formulaic that , come to think of it , the day-old shelf would be a more appropriate location to store it .
0	full of flatulence jokes and mild sexual references , kung pow !
1	nolan proves that he can cross swords with the best of them and helm a more traditionally plotted popcorn thriller while surrendering little of his intellectual rigor or creative composure .
0	in the end , the weight of water comes to resemble the kind of soft-core twaddle you ' d expect to see on showtime ' s ` red shoe diaries . '
0	this mess of a movie is nothing short of a travesty of a transvestite comedy .
1	its metaphors are opaque enough to avoid didacticism , and the film succeeds as an emotionally accessible , almost mystical work .
1	boomers and their kids will have a barrie good time .
1	so original in its base concept that you can not help but get caught up .
1	about schmidt is nicholson ' s goofy , heartfelt , mesmerizing king lear .
1	adams , with four scriptwriters , takes care with the characters , who are so believable that you feel what they feel .
0	... if it had been only half-an-hour long or a tv special , the humor would have been fast and furious - - at ninety minutes , it drags .
0	has all the complexity and realistic human behavior of an episode of general hospital .
0	even a hardened voyeur would require the patience of job to get through this interminable , shapeless documentary about the swinging subculture .
1	a suffocating rape-payback horror show that hinges on the subgenre ' s most enabling victim ... and an ebullient affection for industrial-model meat freezers .
1	it ' s touching and tender and proves that even in sorrow you can find humor .
1	a wild comedy that could only spring from the demented mind of the writer of being john malkovich .
1	juliette binoche ' s sand is vivacious , but it ' s hard to sense that powerhouse of 19th - century prose behind her childlike smile .
1	ferrara ' s best film in years .
1	diggs and lathan are among the chief reasons brown sugar is such a sweet and sexy film .
0	entertaining enough , but nothing new
0	showtime is n't particularly assaultive , but it can still make you feel that you never want to see another car chase , explosion or gunfight again .
1	moore provides an invaluable service by sparking debate and encouraging thought .
1	bogdanovich taps deep into the hearst mystique , entertainingly reenacting a historic scandal .
1	the work of a filmmaker who has secrets buried at the heart of his story and knows how to take time revealing them .
1	garcía bernal and talancón are an immensely appealing couple , and even though their story is predictable , you ' ll want things to work out .
0	an unsuccessful attempt at a movie of ideas .
1	simultaneously heart-breaking and very funny , the last kiss is really all about performances .
0	completely creatively stillborn and executed in a manner that i ' m not sure could be a single iota worse ... a soulless hunk of exploitative garbage .
1	an animation landmark as monumental as disney ' s 1937 breakthrough snow white and the seven dwarfs .
1	muccino seems to be exploring the idea of why human beings long for what they do n't have , and how this gets us in trouble .
1	road to perdition does display greatness , and it ' s worth seeing .
1	... even if you ' ve never heard of chaplin , you ' ll still be glued to the screen .
0	plays like an unbalanced mixture of graphic combat footage and almost saccharine domestic interludes that are pure hollywood .
1	the script is smart , not cloying .
1	rouge is less about a superficial midlife crisis than it is about the need to stay in touch with your own skin , at 18 or 80 .
0	i did go back and check out the last 10 minutes , but these were more repulsive than the first 30 or 40 minutes .
0	it ' s a visual rorschach test and i must have failed .
1	like the original , this version is raised a few notches above kiddie fantasy pablum by allen ' s astringent wit .
1	it ' s a familiar story , but one that is presented with great sympathy and intelligence .
1	at once a testament to the divine calling of education and a demonstration of the painstaking process of imparting knowledge .
0	death might be a release .
0	but mainstream audiences will find little of interest in this film , which is often preachy and poorly acted .
1	essentially a collection of bits - - and they ' re all naughty .
1	this cinema verite speculation on the assassination of john f . kennedy may have been inspired by blair witch , but it takes its techniques into such fresh territory that the film never feels derivative .
0	it ' s probably not easy to make such a worthless film ...
0	more a gunfest than a rock concert .
1	confessions may not be a straightforward bio , nor does it offer much in the way of barris ' motivations , but the film is an oddly fascinating depiction of an architect of pop culture .
0	the punch lines that miss , unfortunately , outnumber the hits by three-to-one .
0	the sequel plays out like a flimsy excuse to give blade fans another look at wesley snipes ' iconic hero doing battle with dozens of bad guys - - at once .
1	has enough wit , energy and geniality to please not only the fanatical adherents on either side , but also people who know nothing about the subject and think they ' re not interested .
0	it would take a complete moron to foul up a screen adaptation of oscar wilde ' s classic satire .
0	busy urban comedy is clearly not zhang ' s forte , his directorial touch is neither light nor magical enough to bring off this kind of whimsy .
1	one of the best , most understated performances of ( jack nicholson ' s ) career .
0	a visually flashy but narratively opaque and emotionally vapid exercise in style and mystification .
0	it ' s not just the vampires that are damned in queen of the damned - - the viewers will feel they suffer the same fate .
1	thanks to a small star with big heart , this family film sequel is plenty of fun for all .
0	take care is nicely performed by a quintet of actresses , but nonetheless it drags during its 112 - minute length .
0	a movie that ' s about as overbearing and over-the-top as the family it depicts .
1	she boxes these women ' s souls right open for us .
1	for more than two decades mr . nachtwey has traveled to places in the world devastated by war , famine and poverty and documented the cruelty and suffering he has found with an devastating , eloquent clarity .
0	like most movies about the pitfalls of bad behavior ... circuit gets drawn into the party .
0	the most memorable moment was when green threw medical equipment at a window ; not because it was particularly funny , but because i had a serious urge to grab the old lady at the end of my aisle ' s walker and toss it at the screen in frustration .
1	solaris is rigid and evasive in ways that soderbergh ' s best films , ` ` erin brockovich , ' ' ` ` out of sight ' ' and ` ` ocean ' s eleven , ' ' never were .
1	the film is a fierce dance of destruction .
1	without resorting to camp or parody , haynes ( like sirk , but differently ) has transformed the rhetoric of hollywood melodrama into something provocative , rich , and strange .
1	there are enough throwaway references to faith and rainbows to plant smile-button faces on that segment of the populace that made a walk to remember a niche hit .
0	silly stuff , all mixed up together like a term paper from a kid who ca n't quite distinguish one sci-fi work from another .
0	this latest installment of the horror film franchise that is apparently as invulnerable as its trademark villain has arrived for an incongruous summer playoff , demonstrating yet again that the era of the intelligent , well-made b movie is long gone .
0	michele is a such a brainless flibbertigibbet that it ' s hard to take her spiritual quest at all seriously .
1	what ' s so striking about jolie ' s performance is that she never lets her character become a caricature - - not even with that radioactive hair .
0	is that it ' s a crime movie made by someone who obviously knows nothing about crime .
0	though her fans will assuredly have their funny bones tickled , others will find their humor-seeking dollars best spent elsewhere .
1	as warm as it is wise , deftly setting off uproarious humor with an underlying seriousness that sneaks up on the viewer , providing an experience that is richer than anticipated .
1	the low-key direction is pleasingly emphatic in this properly intense , claustrophobic tale of obsessive love .
1	as satisfyingly odd and intriguing a tale as it was a century and a half ago ... has a delightfully dour , deadpan tone and stylistic consistency .
0	opera on film is never satisfactory .
1	a weird little movie that ' s amusing enough while you watch it , offering fine acting moments and pungent insights into modern l . a . ' s show-biz and media subcultures .
1	by applying definition to both sides of the man , the picture realizes a fullness that does not negate the subject .
1	it may be a no-brainer , but at least it ' s a funny no-brainer .
1	what redeems the film is the cast , particularly the ya-yas themselves .
1	on the surface a silly comedy , scotland , pa would be forgettable if it were n't such a clever adaptation of the bard ' s tragic play .
1	an odd drama set in the world of lingerie models and bar dancers in the midwest that held my interest precisely because it did n't try to .
0	it hates its characters .
1	this fascinating look at israel in ferment feels as immediate as the latest news footage from gaza and , because of its heightened , well-shaped dramas , twice as powerful .
0	can i admit xxx is as deep as a petri dish and as well-characterized as a telephone book but still say it was a guilty pleasure ?
1	about the best thing you could say about narc is that it ' s a rock-solid little genre picture .
0	a shoddy male hip hop fantasy filled with guns , expensive cars , lots of naked women and rocawear clothing .
0	each scene drags , underscoring the obvious , and sentiment is slathered on top .
0	there ' s a great deal of corny dialogue and preposterous moments .
0	at times , it actually hurts to watch .
1	it ' s tough to watch , but it ' s a fantastic movie .
0	the code talkers deserved better than a hollow tribute .
0	i suspect this is the kind of production that would have been funnier if the director had released the outtakes theatrically and used the film as a bonus feature on the dvd .
1	as each of them searches for their place in the world , miller digs into their very minds to find an unblinking , flawed humanity .
0	we ca n't accuse kung pow for misfiring , since it is exactly what it wants to be : an atrociously , mind-numbingly , indescribably bad movie .
1	the underworld urban angst is derivative of martin scorsese ' s taxi driver and goodfellas , but this film speaks for itself .
1	it ' s dark but has wonderfully funny moments ; you care about the characters ; and the action and special effects are first-rate .
0	as if drop dead gorgeous was n't enough , this equally derisive clunker is fixated on the spectacle of small-town competition .
0	inconsequential road-and-buddy pic .
1	a wonderfully warm human drama that remains vividly in memory long after viewing
0	everything about girls ca n't swim , even its passages of sensitive observation , feels secondhand , familiar - - and not in a good way .
0	the only surprise is that heavyweights joel silver and robert zemeckis agreed to produce this ; i assume the director has pictures of them cavorting in ladies ' underwear .
0	the modern remake of dumas ' s story is long on narrative and ( too ) short on action .
0	right now , they ' re merely signposts marking the slow , lingering death of imagination .
1	the film is moody , oozing , chilling and heart-warming all at once ... a twisting , unpredictable , cat-and-mouse thriller .
1	nair ' s cast is so large it ' s altman-esque , but she deftly spins the multiple stories in a vibrant and intoxicating fashion .
1	what sets this romantic comedy apart from most hollywood romantic comedies is its low-key way of tackling what seems like done-to-death material .
0	it ' s also built on a faulty premise , one it follows into melodrama and silliness .
0	instead of a balanced film that explains the zeitgeist that is the x games , we get a cinematic postcard that ' s superficial and unrealized .
1	the quirky drama touches the heart and the funnybone thanks to the energetic and always surprising performance by rachel griffiths .
0	a documentary to make the stones weep - - as shameful as it is scary .
0	true to its title , it traps audiences in a series of relentlessly nasty situations that we would pay a considerable ransom not to be looking at .
